Palabra (concepto),Descripción,Codificación
Amenaza,exposición peligro,peligro
Amenaza,debemos cuidarnos,cuidado
Amenaza,precaución,precaución
Destreza,habilidad,habilidades
Destreza,,bien
Pensamiento,idea,idea
Pensamiento,concepto,concepto
Seguridad,protección,protección
Seguridad,,a salvo
Seguridad,brinda tranquilidad,tranquilidad
Agradecimiento,gracias,gratitud
Agradecimiento,satisfecho,satisfacción
Agradecimiento,alguien,otro/alguien
Agradecimiento,virtud realizarlo,virtud
Peligro,amenaza,amenaza
Peligro,riesgo,riesgo
Peligro,puedes sufrirlo cuidas,sufrimiento
Peligro,quieras expuesto,exposición
Esperanza,fe,fe
Esperanza,creer,creencia
Esperanza,religiosos creen,religión
Plan,idea caso salga,idea
Plan,opción,opción
Plan,sugerencia,sugerencia
Ansiedad,nervio,nerviosismo
Ansiedad,siente comer,comer
Ansiedad,trastorno psicológico,trastorno
Ansiedad,siente expone evento traumático,trauma
Ansiedad,angustia,angustia
Acuerdo,partes llegar,dos o más partes
Acuerdo,idea satisfaga participantes,satisfacción
Acuerdo,trato,trato
Acuerdo,llega conformidad,conformidad
Acuerdo,tregua,tregua
Esperanza,creer pasar,creencia
Esperanza,pierde,lo último que se pierde
Esperanza,razón seguir viviendo,razonamiento
Peligro,situación puedes salir dañado,daño
Peligro,situación alarmante,alarma
Peligro,factor riesgo,riesgo
Felicidad,ánimo,ánimo
Felicidad,alegría constante,alegría
Felicidad,llorar,llanto
Felicidad,sentimiento agradable,agradable
Destreza,desempeño tarea,desempeño
Destreza,forma afrontas,forma
Destreza,habilidades,habilidades
Destreza,desarrollo,desarrollo
Excusa,agrava faltas,agravante
Excusa,mentira,mentira
Excusa,razón,razonamiento
Excusa,acción,causa
Honestidad,atributo,atributo
Honestidad,,verdad
Honestidad,sinceridad,sinceridad
Agradecimiento,situación gracias,gratitud
Agradecimiento,sentirse lleno,lleno
Agradecimiento,viene recibimiento regalo espiritual material,regalo
Seguridad,factor,factor
Seguridad,situación protección,protección
Seguridad,guardias cubren,guardias
Seguridad,policías bomberos ambulancia cubriendo,policias
Pensamiento,consciencia,conciencia
Pensamiento,pasar consciente,conciencia
Pensamiento,pasa cerebro,cerebro
Pensamiento,seres humanos,humano
Pensamiento,diferencia humano animal,humano
Oportunidad,chance,chance
Oportunidad,aprovechar,aprovechar
Oportunidad,pasa,único
Felicidad,sentimiento,sentimiento
Felicidad,generalmente atribuye gente sonriente,sonrisa
Felicidad,positivo,positivo
Felicidad,intentamos sentirnos,todos
Obsesión,centra atención,atención
Obsesión,mantiene atención normal,atención
Obsesión,celos manisfestación,celos
Obsesión,trastornos relacionados concepto,trastorno
Definición,vía busca significado,significado
Definición,diccionario,diccionario
Definición,enciclopedia,enciclopedia
Definición,entrega información clave concepto,información
Definición,desconce buscamos,búsqueda
Compasión,sentimiento,sentimiento
Compasión,lástima,lástima
Compasión,benelovencia,benelovencia 
Compasión,abuelos generalmente ocasionan personas,por abuelos
Compasión,gente indefensa,indefensión
Ansiedad,trastornos desarrolan,trastorno
Ansiedad,fármacos controlarla,tratamiento contra
Ansiedad,sensación duradera,duradera
Ansiedad,desesperante,deseperación
Ansiedad,allá control persona,descontrol
Ansiedad,generalmente suceso provoca,suceso
Ansiedad,ganas sucesa ganas,ganar
Desesperación,sentimiento intranquilizante,intranquilidad
Desesperación,provocado desición persona,indecisión
Desesperación,pierde tranquilidad,intranquilidad
Peligro,daño,daño
Peligro,cuidado,cuidado
Peligro,humnao tiende evitarlo,evitación
Peligro,antónimo seguridad,no seguridad
Esperanza,sentimiento anhelo,sentimiento
Esperanza,cosas tiende sentirlo,creencia
Esperanza,relaciona sucederá,bien
Esperanza,situaciones críticas unico queda,crítica
Esperanza,entrega tranquilidad ocaciones,tranquilidad
Plan,utiliza organizar,organización
Plan,fines positivos negativos,positivo/negativo
Plan,facilitan actuar,facilidad
Decisión,concluyente,conclusión
Decisión,definen conceptualmente,definición
Decisión,determina situación,determinación
Decisión,malas elecciones sto sufrir consecuencias,elección
Decisión,elecciones sentirnos plenos,elección
Decisión,tomas base verdaderos sentimientos,sentimientos
Agradecimiento,accion persona recibir,acción
Agradecimiento,sentimiento recibir presente favor,sentimiento
Agradecimiento,amerita retribucion,retribución
Agradecimiento,aprecia recibido,aprecio
Agradecimiento,realiza corazón,corazón
Agradecimiento,accion previa trajo felicidad realiza,felicidad
Pensamiento,involucra mente,mente
Pensamiento,proviene acción realiza mente,mente
Pensamiento,suele idea,idea
Pensamiento,traer dudas,duda
Pensamiento,ejercita cerebro,cerebro
Pensamiento,desarrolla mente herramienta,mente
Culpa,sentimiento surge hecer,mal
Culpa,aparece conciente,conciencia
Culpa,surge perjudica,perjucio
Culpa,suelen acciones repararlo,reparación 
Culpa,intenta enmendarse,enmendar
Culpa,sancionable,sanción
Culpa,castigos,castigo
Honestidad,cualidad humana,humano
Honestidad,sirve mejorar convivencia,convivencia
Honestidad,asume poseen,todos
Honestidad,actuar resultar perjudicial,perjudicial
Honestidad,persona carente genera desconfianza,no desconfianza
Honestidad,transparente,transparencia
Seguridad,cualidad,cualidad
Seguridad,asume positiva,positivo
Seguridad,atrae éxito,éxito
Seguridad,busca obtener vida cotideana,vida cotidiana
Seguridad,busca brindarla,brindar
Seguridad,goriernos necesitan entregar cualidad,estado
Amenaza,recepción genera angustia,angustia
Amenaza,busca daño,daño
Amenaza,realiza objetivo venganza,venganza
Amenaza,ve advertencia ultimatum,advertencia
Amenaza,delincuentes suelen usarla,delincuencia
Oportunidad,entregar alguien premisa cumpla,entregar
Oportunidad,afectado acciones mantenerla,mantenerlas
Oportunidad,acuardo implicito personas,acuerdo
Peligro,acompañado advertencia,advertencia
Peligro,provoca daño,daño
Peligro,suele evitar,evitación
Peligro,construcciones trabajan disminuirlo,disminución
Peligro,guerras poseen,guerras
Peligro,asocia sensacion,sensación
Destreza,habil,habilidades
Destreza,,bien
Destreza,logra práctica trabajo duro,práctica
Plan,procedimiento llaga lograr,procedimiento
Plan,amerita análisis obtenerlo,análisis
Plan,involucra conjunto acciones,acción
Plan,busca objetivo,objetivos
Plan,suele involucrar personas,muchos
Plan,completacion satisfaccion,completar
Definición,significado,significado
Definición,razon,razonamiento
Definición,funcion explicar conceptos,explicación
Definición,detallar,detallar
Definición,usado frecuencia pruebas academicas,académico
Definición,libro posee glosario,glosario
Definición,ayuda comprender cosas,comprensión
Honestidad,miente,no mentir
Honestidad,,verdad
Honestidad,puro hablando,pureza
Honestidad,contrario mentira,no mentir
Honestidad,escasea,escasez
Honestidad,,verdad
Culpa,sentimiento atormenta realizamos mala accion,mal
Culpa,afecta conciencia limpia,conciencia
Culpa,afectar animo,ánimo
Culpa,usado leyes determinar sentencia persona,leyes
Culpa,gente propensa poseerla,propensión
Ganancia,utilidades,utilidad
Ganancia,dinero extra,dinero
Ganancia,ventaja situacion,ventaja
Ganancia,fortuna,fortuna
Ganancia,ingresos gastos,ingreso
Ganancia,gente espera obtenerla vida laboral,vida laboral
Razón,logica,lógica
Razón,sirve explicar cosas traves pensamiento racional,explicación
Razón,gente intenta control,control
Razón,gente discusiones poseerla,discusión
Razón,usado frecuencia matematicas,matemáticas
Razón,encontrar mundo leyes,leyes
Plan,sirve idea accion,idea
Plan,mapa ideas,mapa
Plan,planificacion acciones,acción
Plan,frencuencia usado vision proyecto futuro,futuro
Plan,compañias telefonicas suelen ofrecerlos,telefonía
Desesperación,sentimiento surge sentirnos presionados,presión
Desesperación,personas sufren encuentran deseosas,obseción
Desesperación,agoviado,agobio
Desesperación,locura,locura
Desesperación,crisis,crisis
Desesperación,sociedades enteras,sociedad
Verdad,sirve mantener relaciones sociales estables,relación
Verdad,omite casos,omisible
Verdad,alterada conveniencia,conveniencia
Acuerdo,involucra 2 personas,dos o más partes
Acuerdo,usado frecuencia negocios,negocios
Acuerdo,razon lograr interes comun,común
Acuerdo,aveces usado conveniencia,conveniencia
Acuerdo,llegar perjudicar alguien,perjuicio
Esperanza,pierde,lo último que se pierde
Esperanza,gente aferrra momentos crisis,aferrar
Esperanza,gente recurre momentos desesperacion,deseperación
Esperanza,dios brinda,Dios
Esperanza,personas religiosas suelen poseerla frecuencia,religión
Esperanza,alumno semestre,fin semestre
Definición,descripcion,descripción
Definición,caracterizacion,caracterización
Definición,visualizar,visualización
Definición,ejemplificar,ejemplo
Definición,mostrar elemento,mostrar
Definición,recapitular rasgos escenciales,rasgos
Definición,estructurar,estructura
Definición,armar,amor
Definición,construir,constructivo
Honestidad,pureza,pureza
Honestidad,claridad,claridad
Honestidad,sinceridad,sinceridad
Honestidad,transparencia,transparencia
Honestidad,leal,leal
Honestidad,compromiso,compromiso
Honestidad,relacion,relación
Sugerencia,aviso,aviso
Sugerencia,ayuda,ayuda
Sugerencia,consejo,concejo
Sugerencia,advertencia,advertencia
Sugerencia,orientacion,orientación
Sugerencia,direccionar,dirrecionar
Sugerencia,encaminar,encaminar
Sugerencia,enseñar,enseñanza
Sugerencia,visiones puntos vistas,visiones
Culpa,malhechor,malhechor
Culpa,sentimiento,sentimiento
Culpa,pesame mental,pesame
Culpa,incomodidad,incomodidad
Culpa,malestar,malestar
Culpa,maldad,mal
Culpa,dolo mala intencion,dolo
Culpa,reflexion acto,reflexión
Culpa,pesame conciencia,conciencia
Esperanza,expectativas,expectativa
Esperanza,augurio,augurio
Esperanza,bienestar,bienestar
Esperanza,futuro,futuro
Esperanza,felicidad,felicidad
Esperanza,auge,auge
Esperanza,mejora,mejorar
Esperanza,vienen tiempos,bien
Éxito,satisfecho,satisfacción
Éxito,,poder
Éxito,conocimiento,conocimiento
Éxito,sabiduria,sabiduría
Éxito,completitud,completitud
Éxito,competente,competencia
Éxito,estabilidad,estabilidad
Éxito,calma mental,calma
Éxito,habilidad mental,habilidades
Decisión,diyuntiva,disyunción
Decisión,analisis,análisis
Decisión,vision,visión
Decisión,eleccion,elección
Decisión,apostar opcion,opción
Decisión,incertidumbre opciones,incertidumbre
Decisión,direccionar,dirrecionar
Decisión,posicionar,posición
Acuerdo,pacto,pacto
Acuerdo,trato,trato
Acuerdo,compromiso,compromiso
Acuerdo,union,unión
Acuerdo,amistad,amistad
Acuerdo,proyeccion,proyección
Acuerdo,estabilidad,estabilidad
Acuerdo,colaborar,colaborar
Desesperación,malestar mental,malestar
Desesperación,inestabilidad,inestabilidad
Desesperación,desequilibrio,desequilibrio
Desesperación,inequidad,inequidad
Desesperación,impacientar,impaciencia
Desesperación,irritación,irritación
Desesperación,enojo,enojo
Obligación,forzar,forzar
Obligación,comprometer,compromiso
Obligación,influir,influencia
Obligación,presionar,presión
Obligación,relacionar,relación
Obligación,empujar,empujar
Obligación,exigir,exigencia
Obligación,constreñir,constricción
Felicidad,alegria,alegría
Felicidad,sonrisa,sonrisa
Felicidad,nacimiento,nacimiento
Felicidad,emocion,emoción
Felicidad,celebracion,celebración
Felicidad,risa,risa
Felicidad,problemas,no problemas
Felicidad,musica,música
Felicidad,,estado emocional
Desesperación,angustia,angustia
Desesperación,ansiedad,angustia
Desesperación,adrenalina,adrenalina
Desesperación,apurado toca larga fila,apuro
Desesperación,puedes controla,incontrolable
Desesperación,miedo,miedo
Desesperación,emocion,emoción
Desesperación,encerrado pieza puertas ventanas,encierro
Desesperación,pensar tranquilamente,intranquilidad
Agradecimiento,regalos,regalo
Agradecimiento,favor,favor
Agradecimiento,acto personas,persona
Agradecimiento,persona,persona
Agradecimiento,feliz recibes,felicidad
Agradecimiento,feliz,felicidad
Agradecimiento,entrega cosas cambio,entrega
Definición,concepto,concepto
Definición,descriscripcion,descripción
Definición,explicas alguien cosa,explicación
Definición,libros,libros
Definición,caracteristicas,caracterización
Definición,aparece palabra puntos explicacion,explicación
Definición,calidad teles,TV
Definición,concreto bordes,concreto
Plan,complot,complot
Plan,reunion,reunión
Plan,dieta,dieta
Plan,militares guerras,guerras
Plan,estrategia,estrategia
Plan,objetivo curso,objetivos
Plan,secreto,secreto
Plan,2 personas,dos o más partes
Plan,organización,organización
Plan,llega meta,meta
Decisión,pensamiento,pensamiento
Decisión,punto vista opinion,punto de vista
Decisión,persona elige,elección
Decisión,persona,personal
Decisión,iguales distintas,todos
Decisión,,todos los diás
Decisión,ultimatum,ultimátum
Decisión,cambia realidad,cambio
Oportunidad,opcion,opción
Oportunidad,personas sienten agradecidas gracias,gratitud
Oportunidad,buscar trabajo busca,trabajo
Oportunidad,buscar opcion busca,opción
Oportunidad,viajar,viajar
Oportunidad,personas toman,tomar/dejar
Oportunidad,tomas ganas cosas,ganar
Oportunidad,estudiar universidad,académico
Oportunidad,aparece necesitas,necesario
Éxito,maxima expresion,máximo
Éxito,culmine,culmine
Éxito,felicidad,felicidad
Éxito,cumples objetivos,objetivos
Éxito,llegas,final
Éxito,alguien inteligente,inteligencia
Éxito,ganas juego,ganar
Obligación,deber,deber
Obligación,prohibicion,prohibición
Obligación,,hacer
Obligación,ley,leyes
Obligación,autoridades,autoridad
Obligación,estudias prueba,académico
Obligación,trabajo,trabajo
Compasión,,bien
Compasión,personas ayudan pobre,ayuda
Compasión,bondadoso,bondad
Compasión,entender personas,entendimiento
Compasión,empatia,empatía
Compasión,tranquilo,tranquilidad
Compasión,pasivo,pasivo
Compasión,perdonan,perdón
Compasión,agobia persona,no agobiar
Amenaza,peligro riesgo dañino herida muerte asesino daños virus enfermedad corrupción,peligro
Amenaza,riesgo,riesgo
Amenaza,dañino,daño
Amenaza,herida,herida
Amenaza,muerte,muerte
Amenaza,asesino,asesino
Amenaza,daños,daño
Amenaza,virus,virus
Amenaza,enfermedad,enfermedad
Amenaza,corrupción,corrupción
Destreza,habilidad,habilidades
Destreza,capacidad,capacidad
Destreza,aptitud,aptitud
Destreza,arte,arte
Destreza,capacidades manuales,capacidad
Destreza,ingenio,ingenio
Destreza,creatividad,creatividad
Pensamiento,razonamiento,razonamiento
Pensamiento,capacidad crítica,crítica
Pensamiento,culturización,cultura
Pensamiento,progresar,progereso
Pensamiento,sabios,sabiduría
Pensamiento,pensadores,pensamiento
Pensamiento,originado grecia,grecia
Pensamiento,genera inteligencia,inteligencia
Pensamiento,reflexión,reflexión
Pensamiento,elemento sumamente poderoso,poder
Seguridad,confianza,confianza
Seguridad,tranquilidad,tranquilidad
Seguridad,barreras protección,barrera
Seguridad,fortaleza,fortaleza
Seguridad,disminuye miedo,no miedo
Seguridad,admirada personas,admiración
Seguridad,deja espacio duda,no duda
Seguridad,poderosa herramiento convencer personas,herramienta
Seguridad,firmeza,firmeza
Seguridad,alarmas anti robo,alarma
Agradecimiento,gratificación,gratitud
Agradecimiento,produce favor,favor
Agradecimiento,cortesía,cortesía
Agradecimiento,persona queda deuda,deuda
Agradecimiento,señal aprecio,aprecio
Agradecimiento,produce felicidad,felicidad
Agradecimiento,representa generalmente palabra,palabra
Agradecimiento,acciones desinteresadas,desinteresadamente
Agradecimiento,empatía,empatía
Peligro,riesgo,riesgo
Peligro,inseguridad,inseguridad
Peligro,daño,daño
Peligro,veneno,veneno
Peligro,advertencia,advertencia
Peligro,precipicio,precipicio
Peligro,compatible seguridad,inseguridad
Peligro,miedo,miedo
Peligro,muerte,muerte
Peligro,graves consecuencias,grave
Esperanza,luz,luz
Esperanza,felicidad,felicidad
Esperanza,paz,paz
Esperanza,blancura,blanco
Esperanza,solución problema,solución
Esperanza,permite luchar,lucha
Esperanza,posibilidad,posibilidad
Esperanza,motivación,motivación
Esperanza,ilusión,ilusión
Esperanza,fantasía,fantasía
Plan,estrategia,estrategia
Plan,táctica,táctica
Plan,ingenio,ingenio
Plan,general grupal,grupal
Plan,complejidad,complejidad
Plan,inicios fines militares,militar
Plan,importantes consecuencias,consecuencias
Plan,permite organizarse,organización
Plan,busca beneficio,búsqueda
Plan,indica,hacer
Ansiedad,impaciencia,impaciencia
Ansiedad,ganas,ganar
Ansiedad,nervios,nerviosismo
Ansiedad,produce sudoración manos,sudor
Ansiedad,descontrol,descontrol
Ansiedad,acciones descontroladas,descontrol
Ansiedad,negativo,negativo
Ansiedad,produce malestar,malestar
Ansiedad,deseo adelantar tiempo,deseo
Acuerdo,negociación,negocios
Acuerdo,conlleva beneficio mutuo,beneficios
Acuerdo,permite progresar,progreso
Acuerdo,involucra discusión previa,discusión
Acuerdo,punto equilibrio,punto medio
Acuerdo,difícil lograr,dificultad
Acuerdo,2 partes,dos o más partes
Acuerdo,forma resolver conflictos,resolver conflicto
Acuerdo,trato,trato
Acuerdo,respetar,respeto
Plan,premeditación,premeditación
Plan,organización,organización
Plan,meticuloso,meticuloso
Plan,calculado,cálculo
Plan,certero,certero
Plan,permite coordinación interna,coordinación
Plan,ordenar ideas,organización
Plan,cronológico,cronológico
Plan,objetivos claros,objetivos
Acuerdo,entendimiento,entendimiento
Acuerdo,comunicación,comunicación
Acuerdo,requiere aceptación partes,aceptación
Acuerdo,almacena memoria,memoria
Acuerdo,útil frente ambiguo,útil
Acuerdo,modificar futuro,modificable 
Acuerdo,código confianza,confianza
Excusa,disculpa injustificada,injuntificada
Excusa,barrera,barrera
Excusa,pretexto,pretexto
Excusa,pérdida confianza,no confianza
Excusa,credibilidad,no credibilidad
Excusa,apela sentimientos,apelación
Excusa,innecesaria frente responsabilidad,innecesario
Excusa,motivo frente irresponsabilidad,irresponsabilidad
Excusa,opone,no hacer
Excusa,busca perdón,perdón
Peligro,amenaza,amenaza
Peligro,miedo dañado,miedo
Peligro,provoca comportamiento defensivo,defensa
Peligro,induce alerta,alerta
Peligro,preocupan,propensión
Peligro,opuesto seguridad,inseguridad
Peligro,enfoca totalmente,atención
Peligro,sube adrenalina,adrenalina
Peligro,produce repulsión,repulsión
Peligro,busca minimizar,minimizar
Pensamiento,procesamiento ideas,idea
Pensamiento,enmarca futuro,pasado/futuro
Pensamiento,aleja presente,alejamiento
Pensamiento,cuestionamiento,cuastionamiento
Pensamiento,reflexión,reflexión
Pensamiento,razonamiento lógico,razonamiento
Pensamiento,susceptible sufrir manipulación,manipulación
Pensamiento,cultivable entendimiento,entendimiento
Pensamiento,influenciable personalidad,influencia
Pensamiento,cadenas conciencia,conciencia
Definición,explicación,explicación
Definición,relata esencia,esencia
Definición,busca simpleza universalidad,simplificación
Definición,detalla significado,detallar
Definición,intenta objetivizar,objetivo
Definición,referencia,referencia
Definición,requiere credibilidad,credibilidad
Felicidad,idealizado equilibrio,idealización
Felicidad,tiende asociarse positivismo,positivo
Felicidad,escuda frente pensamientos dañinos,escudo
Felicidad,energía desbordante,energía desbordante
Felicidad,optimismo descontrolado,optimismo
Felicidad,aceptación misterio,aceptación
Felicidad,confianza,confianza
Felicidad,ligereza,ligrereza
Felicidad,motivación,motivación
Decisión,punto inflexión,inflexión
Decisión,elección,elección
Decisión,prioridad,prioridad
Decisión,define futuro,futuro
Decisión,suele generar arrepentimiento,arrepentimiento
Decisión,meditarse,meditación
Decisión,repercute,repercusiones
Decisión,elige camino,elección
Culpa,emoción consecuente daño,emoción
Culpa,ahoga,ahogamiento
Culpa,aleja,alejamiento
Culpa,sentimos avergonzados,vergüenza
Culpa,limpiarse superarla,limpiar
Culpa,arrepentimiento,arrepentimiento
Culpa,posterior experimentar daño,post daño
Habilidad ,don,don
Habilidad ,facilidad,facilidad
Habilidad ,cultivada repetición,repetición
Habilidad ,ventaja,ventaja
Habilidad ,experencia,experiencia
Pensamiento,surgen cabeza,cabeza
Pensamiento,pensar,pensamiento
Pensamiento,persona,humano
Pensamiento,abstracto,abstracción
Amenaza,acto,acción
Amenaza,ultimatum,ultimátum
Amenaza,peligro,peligro
Amenaza,alguien advierte,advertencia
Amenaza,persona intimida,intimidación
Razón,alguien correcto,correcto
Razón,motivo,motivación
Razón,propósito,propósito
Razón,alguien inteligencia,inteligencia
Razón,capacidad persona,capacidad
Razón,raciocinio,razonamiento
Culpa,sentimiento,sentimiento
Culpa,alguein comete error,error
Culpa,infracción,infracción
Agradecimiento,gracias,gratitud
Agradecimiento,envía saludo regalo,regalo
Agradecimiento,demostración,demostración
Agradecimiento,gratificación,gratitud
Agradecimiento,alguien retribuye,retribución
Obligación,estudiar,estudiar
Obligación,mamás,madres
Obligación,trabaja,trabajo
Obligación,compromete,compromiso
Obligación,responsabilidad,responsabilidad
Obligación,tarea,hacer
Verdad,contrario mentira,no mentir
Verdad,valor,valor
Verdad,decirla duela,deber
Verdad,,bien
Verdad,persona sincera,sinceridad
Verdad,abstracta,abstracción
Verdad,persona franca franqueza,franqueza
Excusa,librarse,librarse
Excusa,aunsentarse comprometido,ausencia
Excusa,mentir,mentira
Excusa,justificación,justificación
Excusa,pretexto,pretexto
Peligro,indefenso,indefensión
Peligro,cuidado,cuidado
Peligro,riesgo,riesgo
Peligro,corre riesgo actividad,riesgo
Peligro,ocurre desgracia,desgracia
Peligro,amenaza,amenaza
Sugerencia,consejo,concejo
Sugerencia,advertencia,advertencia
Sugerencia,doy opinión,opinión
Sugerencia,recomendación,recomendación
Sugerencia,idea persona,idea
Acuerdo,trato partes,trato
Acuerdo,tratado partes beneficia,tratado
Plan,esquema mental lograr meta,esquema
Plan,idea pasos lograr,idea
Plan,idea,idea
Ansiedad,persona afecta,afectación
Ansiedad,tienes antojos comida bebida,antojo
Ansiedad,trastorno desembocar graves adicciones,trastorno
Ansiedad,bruxismo,bruxismo
Peligro,señales construcción prohiben paso advertencia,avertencia
Peligro,usualmente debemos evitar,evitación
Peligro,riesgo perder,riesgo
Peligro,emergencia catástrofe,emergencia
Peligro,aceptamos sabiendo riesgos traer,riesgo
Seguridad,sentías niño brazos padres,padres
Seguridad,brindan carabineros guardias,policias
Seguridad,plenitud sientes peligro,plenitud
Seguridad,sientes correcto,correcto
Seguridad,sientes apoyo gente importa,apoyo
Obligación,deberes,deber
Obligación,calificación acción mandaron,calificación
Obligación,deber ayudar equipo trabajo,deber
Obligación,padres imponían casa,padres
Amenaza,alguien usualmente intimidar,intimidación
Amenaza,sientes peligro,peligro
Excusa,dices safarte deber,safarse
Excusa,invento verbal plan lograr evitar compromiso,no compromiso
Pensamiento,existir,existir
Pensamiento,acto mental,mente
Pensamiento,tienes mente imaginar historias falsas pasarse rollos,imaginación
Compasión,ayudar persona,ayuda
Compasión,misericordia,misericordia
Compasión,perdonar culpable,perdón
Definición,descripcion,descripción
Definición,significado,significado
Definición,dicccionario,diccionario
Definición,entiendo necesito,necesario
Definición,forma explicita entender,entendimiento
Definición,explicar palabra,explicación
Felicidad,emoción,emoción
Felicidad,sensacion satisfecho,satisfacción
Felicidad,gusta provoca  ,gusto
Felicidad,contrario tristeza,no tristeza
Felicidad,sentimiento,sentimiento
Felicidad,sale provoca,bien
Acuerdo,coincidir,coincidencia
Acuerdo,personas quieren reunirse llegan,dos o más partes
Acuerdo,planificar,plan
Acuerdo,quedar alguien,quedar
Acuerdo,promesa,promesa
Ansiedad,insatisfacón,insatisfacción
Ansiedad,incomodidad,incomodidad
Ansiedad,necesidad inalcansable  ,necesario
Ansiedad,busqueda inaccequible,búsqueda
Ansiedad,querer rápido,querer
Ansiedad,esperar,no esperar
Sugerencia,consejo,concejo
Sugerencia,ayuda,ayuda
Sugerencia,necesito ayuda pido,ayuda
Sugerencia,preguntar cree,preguntar
Razón,correcto,correcto
Razón,argumento,argumentación
Razón,explicacion razon,explicación
Razón,,saber
Razón,explicacion,explicación
Razón,motivo,motivación
Ganancia,rentabilidad,rentabilidad
Ganancia,vendo obtengo,ventas
Ganancia,obtener,obtención
Ganancia,ventas busca,ventas
Ganancia,dinero,dinero
Ganancia,empresas rentable,empresas
Ganancia,contrario perder,no perder
Decisión,,acción
Decisión,escoger,elección
Decisión,declinarme,declinación
Decisión,cosas debo tomar,elección
Decisión,preferir,preferencia
Honestidad,,verdad
Honestidad,sinceridad,sinceridad
Honestidad,transparente,transparencia
Honestidad,cosas siento necesito,decir
Obsesión,necesidad,necesario
Obsesión,pensar,pensamiento
Obsesión,pensar tiempo,pensamiento
Obsesión,forma sana querer,no salud
Obsesión,piensa gusta,pensar mucho
Obsesión,quiero repetir provoca,repetición
Obsesión,enfermedad,enfermedad
Obsesión,trastorno mental,trastorno
Obsesión,cosa,sólo una
Obsesión,necesidad,necesario
Obsesión,enfocarse cosa,atención
Obsesión,vivir,no vivir
Obsesión,querer compartir,no compartir
Ansiedad,natural,natural
Ansiedad,suele darse momentos incomodos,incomodidad
Ansiedad,forma sentirse,sentimiento
Ansiedad,deja dormir,insomnio
Ansiedad,sucede quieres pase rapido,rápidez
Ansiedad,reducir controlar,descontrol
Ansiedad,exceso mala,mal
Honestidad,valor,valor
Honestidad,virtud,virtud
Honestidad,desarrolla,desarrollo
Honestidad,principio,principio
Honestidad,personas agrada,agradable
Honestidad,necesaria,necesario
Honestidad,gente,muchos
Honestidad,dificil efectuar,dificultad
Honestidad,personas,bien
Éxito,logro,logro
Éxito,asaña,asaña
Éxito,siente,bien
Éxito,necesita esfuerzo,esfuerzo
Éxito,lograrlo,logro
Éxito,necesita disposicion,disposicion
Éxito,aspira,aspiraciones
Éxito,significado persona,personal
Éxito,metas claras,meta
Éxito,busca objetivo personal,objetivos
Amenaza,incomoda,incomodidad
Amenaza,acecha,acecha
Amenaza,presente,presente
Amenaza,mala,mal
Amenaza,cambia actitud personas,disuasión
Amenaza,evitar,inevitable
Amenaza,persona,diferentes
Amenaza,escapar,no escape
Amenaza,disgusta sentirla,enojo
Plan,pensamiento,pensamiento
Plan,razonamiento logico,razonamiento
Plan,planificacion previa,previo
Plan,ocurren ideas,idea
Plan,busca lograr objetivo,búsqueda
Plan,ayuda organizarce,ayuda
Plan,personas,personal/grupal
Plan,,todos
Plan,,bien
Plan,funcionar,no funcionar
Seguridad,bienestar,bienestar
Seguridad,sentimiento personal,sentimiento
Seguridad,sentirnos,todos
Seguridad,chile perdiendo,no hay en Chile
Seguridad,necesitan rejas,rejas
Seguridad,candados,candados
Seguridad,proteccion par alguien,protección
Seguridad,policias protegen,policias
Seguridad,paises,países
Seguridad,carceles debieran tenerla,carcel
Compasión,sentimiento,sentimiento
Compasión,acciones alguien,acción
Compasión,personas frias,no personas frías
Compasión,naturaleza humana,humano
Compasión,produce internamente espiritual,interno
Compasión,,bien
Compasión,ayuda solidarios,ayuda
Compasión,ayuda pensar progimo,pensamiento
Compasión,gente presente,bien
Definición,describir,descripción
Definición,personal,personal
Definición,depende punto vista,punto de vista
Definición,cosas complicado,complicado
Definición,necesita previo conocimiento,conocimiento
Definición,,todos
Definición,sirve entienda cosa,entendimiento
Definición,ayuda comunicarnos,ayuda
Definición,necesita observacion enterder,entendimiento
Definición,tiende objetivo,objetivo
Culpa,sentimiento,sentimiento
Culpa,humano,humano
Culpa,sucede hiciste malo,mal
Culpa,sienten,propensión
Culpa,siente,mal
Culpa,durar tiempo,mucho/poco
Culpa,generalmente saciarla accion,acción
Culpa,ataca mentalmente,ataque
Culpa,termina alivio,alivio
Amenaza,peligro,peligro
Amenaza,atacante,ataque
Amenaza,victima,victima
Amenaza,,final
Amenaza,agredir,agresión
Amenaza,incita violencia,violencia
Amenaza,perjudica,perjuicio
Destreza,afinidad,afinidad
Destreza,capacidad,capacidad
Destreza,presicion,precisión
Destreza,habilidad,habilidades
Pensamiento,constante,constante
Pensamiento,innato,innato
Pensamiento,razonamiento,razonamiento
Pensamiento,consciente,conciencia
Seguridad,proteccion,protección
Seguridad,sentirse seguro,sentimiento
Seguridad,preocuparse distintas situaciones,no preocupación
Seguridad,comodidad,comodidad
Seguridad,sentirse protegido peligros,protección
Agradecimiento,respeto,respeto
Agradecimiento,viene respuesta ayuda alguien otorgue,ayuda
Agradecimiento,gracias demuestra educacion básica,gratitud
Agradecimiento,enseñan pequeños,enseñanza
Agradecimiento,deberia mantenerse traves tiempo,constante
Agradecimiento,genera animicos positivos,ánimo
Peligro,seguridad,inseguridad
